Image Name,DateTime,Trigger,Station,Session,Predicted Category,Image Path
I_00034a.JPG,2020:11:02 11:13:00,00034,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00034a.JPG
I_00035a.JPG,2020:11:04 11:19:11,00035,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00035a.JPG
I_00035b.JPG,2020:11:04 11:19:11,00035,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00035b.JPG
I_00035c.JPG,2020:11:04 11:19:11,00035,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00035c.JPG
I_00035d.JPG,2020:11:04 11:19:11,00035,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00035d.JPG
I_00035e.JPG,2020:11:04 11:19:11,00035,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00035e.JPG
I_00036a.JPG,2020:11:04 11:19:19,00036,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00036a.JPG
I_00036b.JPG,2020:11:04 11:19:19,00036,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00036b.JPG
I_00036c.JPG,2020:11:04 11:19:19,00036,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00036c.JPG
I_00036d.JPG,2020:11:04 11:19:19,00036,VF_009,20201104,['2'],/example/image_data/Veldensteiner_Forst/Bilder_Rohten/VF_009/20201104/I_00036d.JPG
